,per_LS1,per_LS2,per_LS3,per_LS4,per_LS5,pow_LS1,pow_LS2,pow_LS3,pow_LS4,pow_LS5wid_LS1,wid_LS2,wid_LS3,wid_LS4,wid_LS5,tic_id
0,1.3977335732458522,0.698808056240757,1.558149284768326,1.2663662665666093,0.46585898776013024,0.8755625597774325,0.05234802115257746,0.01756666775718934,0.01755874313545659,0.007648512676094762,8.406974069897842,8.451315423172673,11.702839977484928,11.680158207497698,30317282
1,0.32890242980609774,0.16447826355331535,0.320188055824696,0.33818669931144346,0.3073703069853626,0.9720846362683093,0.008629287105995328,0.00782556093067347,0.007269695813378164,0.005284457422365272,8.9091699890796,8.963906689745272,7.952516729234048,6.465711491326147,30531417
2,3.346354464370509,1.669067462215285,6.697994569713161,1.1133310496867588,2.2241858442128817,0.44128362070078636,0.16247523900599284,0.1300742297499326,0.12426913797826124,0.10024015946363442,8.792560849439212,8.653704960490586,8.868854667645621,8.639398947549353,31653503
3,0.2080249765771612,0.10402330801168692,0.06935127672419784,0.21735668535737332,0.19951073327802032,0.9491786419550207,0.07232996231824894,0.007924958377058885,0.005506208393666023,0.005278327617938377,8.734310612110221,8.630659741654199,8.69416801884654,10.750443844172423,31655792
4,0.3508656383575673,0.17543773765013757,0.11695958480125083,0.0877179435045969,0.07017489633800864,0.4001091443195029,0.2712928148011811,0.17264066601345424,0.09096998559741568,0.03837601314722171,9.017852276214398,9.014148403319268,9.013670112428372,9.055133388050308,32000625
5,0.1802199762342226,0.09011810865881169,0.06006759348119898,0.3608416442522711,0.19470024321292076,0.919091842656704,0.11582539544790689,0.018898519960111836,0.009772868458279913,0.005393157629655187,8.872291482330183,8.79679568493657,8.832012998836944,9.0240480104967,32200310
6,0.7070991172552826,0.35367460012641383,1.4146374946762046,0.4715105464005673,0.2357708608706364,0.47498512082206096,0.19279665349578567,0.17111648420991124,0.10515974733283809,0.08232613736896173,7.907117120759949,8.120699020892971,8.10966500008351,8.209284938301153,33862174
7,0.11970652998844486,0.12040645565789436,0.11901943855164351,0.23945159306267608,0.059854447924088804,0.9602149580622418,0.04378840022126034,0.04268152421845147,0.0229468229689835,0.01545776103892088,7.37324938429083,8.0112303227761,8.131535675482155,9.39415658543112,41232835
8,0.09161099299215775,0.04580759473569903,0.03053720393569369,0.09337608981791164,0.0899113897116117,0.850909930255458,0.10797412721533159,0.016820360904568368,0.008868909883371558,0.008718264730455894,8.707547851477102,8.766540252647246,8.72777820025658,8.401384851076728,51991595
9,0.18699075099526832,0.09347275393719227,0.20262680851560272,0.17348691287355691,0.37491769810891995,0.981585886377189,0.010271949547360817,0.0049162589669531015,0.004255350860350899,0.003553202360625804,8.799923722679068,8.494661344243923,7.260325327848022,7.066500147806664,53842685
10,0.8810849021969697,1.7495648503883838,0.6506706501305825,0.4252669482988118,6.438931005531071,0.09457109356207431,0.05385632704543462,0.005091252610041476,0.004392019168869185,0.0038397288978782407,9.388162894389893,8.752134319754447,9.263036150346863,35.73501507903279,53851254
11,4.4767347332877545,1.5638745812132735,0.9103003126881013,0.681212143687486,0.4846444712247719,0.8444465231975231,0.010416204496256132,0.0025100819335872634,0.0015069139504505886,0.0013447093612093672,8.568534781440228,6.356927072962037,9.80485329352939,6.656753178760653,71274771
12,9.522413295193289,1.932403592441283,1.1413388116127872,0.7869646081669305,0.5410757792169996,0.9539872259944605,0.007690151360106706,0.0010037514661424835,0.0007788975175127826,0.0007079902405345728,9.010489782213586,6.7764796739783435,7.057162862453168,7.057593147236901,71335815
13,0.7847549944734751,1.5727024740592392,0.5237984577063105,0.39308494121208903,0.3142268427225377,0.16829477416502048,0.15879670429527915,0.15840345762798277,0.13621626400942852,0.11468071483766519,8.982830224500503,8.697577453438583,8.847888063227856,8.92998602328305,89018905
14,0.3123070897251637,0.6244191689169143,0.1560904516173523,0.20807092681127193,0.10408515061327527,0.5908638358793057,0.2060966336224432,0.1496898903024693,0.08771979941882832,0.03427675326635528,8.853536200238068,8.953212785792743,8.732976031747057,8.737850737830968,99465976
15,1.5815930987092157,0.7869546091668314,0.5247740639006735,4.476665087669716,0.3378268473514254,0.6437396534773344,0.1555141733931099,0.04465987546593575,0.004207850500507014,0.0012605142124417787,9.43150985709704,8.905877248151796,8.961413301384937,6.690379773302837,115015715
16,0.12978179607060103,0.06488000769463617,0.04325762940957303,0.12313301753041292,0.13712211088291215,0.968939473517515,0.06820768618015267,0.01126447208544273,0.005496283217952543,0.0045849724451711244,8.840035484860891,8.706739580763497,8.791802050821389,7.338842814158852,117515123
17,1.4808269575451964,0.7429365280546514,0.4949739468115317,0.3711116722894951,0.2968323488646365,0.37287473941353044,0.30383376572227117,0.2345092684590929,0.16752687641790345,0.10662329251554829,8.877573325610598,8.607048414812368,8.759999780508906,8.572652955561352,117544915
18,0.8597779571549722,1.718078748073694,0.42941147555872455,0.5721729868970566,0.34324146860242566,0.28963218226849313,0.2761287697518004,0.2053851227923074,0.1856255494862578,0.13043773643860745,9.382606753221353,9.254249515446247,9.285416555325128,9.451833450208028,121420805
19,0.3559396848364076,0.7125354330665341,0.17800152132090347,0.23742233038025684,0.11867472230764003,0.6590944983770379,0.20358081144481757,0.13372378877088695,0.08481456329762074,0.02937839163612438,8.773742990372511,8.739205911667966,8.536890083457592,8.513540567246764,126602778
20,0.1367152029547372,0.2735271399410103,0.06836227455848896,0.12941705364520242,0.14496099838456614,0.9248394880361599,0.06399708748060894,0.010997367589230339,0.005439476474202964,0.004850700295306014,8.79363762824687,8.72984353929644,9.00087099952907,7.470377900151107,126637765
21,1.5727120570151074,0.3947570226501061,0.2629577403337391,0.19727778972651128,0.15785079811139602,0.18120053575679107,0.12274027904418566,0.1135806458011978,0.09781457704336022,0.07940867175869323,9.066454798398382,9.017955122011244,9.102219810197312,9.047070436740796,139128537
22,0.24689207873151517,0.4932256223616608,0.12340663384855584,0.16455968830051323,0.08228661468008815,0.6966912370972437,0.15947527384475357,0.1417398136157114,0.06925105196606807,0.02868165202423207,8.887532835968159,9.14902958277662,8.78298658664653,8.815312436172462,139207681
23,2.0918821806584327,1.0509831561327838,16.135582150682716,0.6930605136319672,0.37359168301003887,0.9732280454537953,0.01785466419049768,0.015521835307091699,0.0012612703363677133,0.0005545307125862487,8.95084109899392,8.836415376792445,7.082543761037641,8.400719782387227,139996019
24,0.6164493833867183,1.2321392153139095,0.30866105739539673,0.4116576346561048,0.20571928834907022,0.3481162137347317,0.25474573091040764,0.18337553555497318,0.1373317629310806,0.10623683529198076,8.765002801596438,8.801989581995997,8.792256217906925,8.481148911970308,144462697
25,0.18136069244636088,0.09068856989409693,0.06046087429947288,0.19602482130967921,0.16873783508915088,0.9208650860182342,0.11184535870672983,0.016606792971474754,0.005475596450241026,0.005152094220856794,8.82244770080274,8.727001043345808,8.722303762847332,7.063411045028943,147083089
26,0.9410149746660585,1.8802605959550487,0.4699355324856539,0.6275401580060016,0.3135156142560434,0.3756273899242123,0.28006619835607105,0.22082006080456695,0.1767784879232112,0.11384179220462075,8.752646893183396,8.909366503034363,8.679824526721745,8.560896959317006,147201138
27,1.0332908899941653,0.9646201591759501,1.1124882624326595,1.0000109285143892,1.0691822536604,0.8364330455911931,0.012622130210164518,0.01117707114226331,0.005658967312011858,0.005559973723951756,8.514635037905919,8.195689912462967,7.860140203885749,7.62650527624055,150359500
28,0.947430487253217,1.893067424713834,0.473135485284443,0.6303913043883844,0.31565199162294305,0.338115133915702,0.2276617048779101,0.18264897565749114,0.13584337355608206,0.12315239591055079,9.375109835506521,9.343829778685972,9.615597658864772,9.922079057345115,160036449
29,4.3145689226389745,6.268951332199452,2.114575733470189,3.2413813542687464,284.0443155050365,0.4270130327521288,0.025851990255950662,0.02260699153881935,0.013127121872123556,0.009081808786728254,12.151684137843517,12.012540010631028,8.655997729400497,12.699389884688799,177116487
30,0.3009960706029536,0.15052068836934857,0.601810998460125,0.10031605333847217,0.20068418211871897,0.9234520409656951,0.06268260695399105,0.029923719041273975,0.006927040634769853,0.00627883856417156,8.867345293493372,8.911090698317821,9.117196159061677,8.891049775154897,197735761
31,0.14587190111520792,0.2918539298096618,0.07294127059850995,0.15521080140772536,0.048628696078633134,0.9369331275463774,0.039962168891725235,0.027492431612591704,0.005190197576101556,0.004550346284495026,8.768595550861846,8.579426530163119,8.836125916802303,7.25718466614785,200645730
32,0.14804071612377132,0.07402583748088183,0.1394512572380609,0.15775775853466997,0.29588052063310544,0.9707283336176937,0.02800033781383796,0.005621721765311146,0.005243114880431718,0.003952596471448368,8.795610522713787,8.820008686073379,7.409866677670834,7.415628606818927,200655763
33,0.6817928731453632,1.3626566966663953,0.3410126865823636,0.4546319036941899,0.22736763613772276,0.38842861799933837,0.21922455538404573,0.16932693720068598,0.10947917713803372,0.09383878114366986,9.055108814873734,9.09296126530569,9.07415549540815,9.139013254004112,201176965
