,lc_min,lc_max,lc_mean,lc_std,lc_p5,lc_perc50,lc_perc95,tic_id
851,3194.0146484375,4744.142578125,4430.515848617628,382.5648926456012,3406.9647216796875,4596.129638671875,4670.528662109375,120251815
852,1913.2371826171875,3524.330322265625,2817.134014723201,478.3545004751681,2007.1560974121094,2939.4647216796875,3397.6419067382812,120499528
853,5032.62353515625,5369.2275390625,5266.240544922086,66.79955170747213,5088.070043945312,5293.247314453125,5323.089892578125,120576722
854,1967.9708251953125,3092.99462890625,2843.6500398557396,265.4614633924974,2168.768994140625,2959.0751953125,3048.3021484375,120626764
855,2728.841796875,3343.167724609375,3051.818067508727,151.13132289435143,2828.1232666015626,3052.7005615234375,3274.3628295898434,120891206
856,945.0884399414062,2545.2958984375,2249.023067387452,309.40248732938875,1602.0529113769533,2324.60693359375,2503.5392578124997,120893542
857,3122.208740234375,3600.322509765625,3424.677745750303,117.81054208304457,3195.678674316406,3466.1055908203125,3551.7256835937496,121108244
858,4719.49267578125,5802.5390625,5382.587724252958,157.0009596335441,4925.384375000001,5433.339111328125,5473.835302734375,121121622
859,1573.9910888671875,3233.55517578125,2882.3669897613254,273.4896478335,2118.2038452148436,2966.5377197265625,3013.8831054687503,121124831
860,2241.3671875,3764.900390625,3086.3344169340176,468.81865459405486,2336.9210815429688,3183.9896240234375,3669.4824218749995,121213501
861,2460.10302734375,3832.677734375,3693.605650478042,256.32724960638757,2998.3242797851562,3767.5169677734375,3794.0185546875,121273032
862,6384.8544921875,7547.7041015625,7062.498351279686,311.9218585896839,6486.618994140625,7098.5908203125,7468.738989257812,121274442
863,2261.53271484375,2968.557373046875,2693.0632613800285,156.2783241787006,2355.648327636719,2733.9150390625,2878.669506835937,121457732
864,3854.586669921875,4363.5400390625,4190.27840667517,118.09401147455222,3904.1556030273437,4207.87158203125,4327.141870117188,122070918
865,4002.605712890625,7143.21142578125,6566.349087020566,822.9730234407602,4422.981201171875,6959.179443359375,7077.79560546875,122446076
866,3419.284912109375,4506.3076171875,4087.5052676878972,292.20581010854346,3509.3617309570313,4148.407470703125,4445.9144287109375,123311124
867,2705.046142578125,3677.2998046875,3319.563316056054,250.01778399383156,2813.6453369140627,3385.821533203125,3622.612646484375,123357952
868,1844.2030029296875,2909.9404296875,2666.28874776791,285.66882011947877,1902.4034606933592,2789.0206298828125,2878.183361816406,123416563
869,1305.144775390625,2646.408447265625,2266.379438338688,312.6414657875343,1387.042102050781,2268.40625,2602.3170166015625,137408317
870,2655.3779296875,4238.96533203125,3711.988863314324,430.19614676882435,2778.5984863281246,3829.9071044921875,4188.961816406249,137687487
871,427.1162109375,1753.768310546875,1557.9339889281573,217.2348108751624,1112.5745727539063,1622.7899780273438,1686.8321716308594,137975907
872,13371.634765625,13920.689453125,13751.056486669577,108.20874301488729,13463.512890625,13787.14404296875,13844.525781249999,138893145
873,4946.3115234375,5934.126953125,5393.425986631862,231.6879125828344,5047.763940429688,5393.15087890625,5739.9598388671875,138960108
874,2180.79150390625,4271.77001953125,3989.006735261881,406.0065710213215,2856.8201293945312,4130.705810546875,4183.380053710937,138971570
875,1102.6871337890625,1736.4727783203125,1369.2836488576086,169.38055273803369,1196.6816650390624,1298.5669555664062,1687.9716491699219,142619583
876,186.69639587402344,439.8631896972656,298.1884902419979,66.68409368509731,214.76894226074216,285.7612609863281,401.523779296875,142849197
877,2259.808349609375,7182.33447265625,6122.729797693909,1171.7607873003121,3131.1605224609375,6648.80859375,7069.883056640624,147625755
878,12330.8203125,21817.65234375,19296.445160842683,2599.294989073965,12764.8908203125,20315.783203125,21666.5421875,153991851
879,2730.130615234375,5538.3974609375,4707.241934501665,632.0988752698064,3076.1739135742187,5002.893798828125,5101.475610351563,155657581
880,4795.888671875,6256.0927734375,5367.350587861943,448.55040523895855,4834.472583007812,5260.515625,6157.571875000001,156198986
881,3480.1396484375,4781.42138671875,4502.77934967855,284.6870070986638,3657.5983764648436,4611.931640625,4697.8744140625,157889314
882,3964.846435546875,4801.64697265625,4661.124416432464,156.1420131940168,4213.378979492188,4708.714599609375,4754.103784179687,158113583
883,3887.694091796875,5147.46337890625,4606.147922685164,378.16613031965466,3991.776892089844,4673.958740234375,5080.9027099609375,158173344
884,1510.4100341796875,2692.840576171875,2211.9105221775435,349.47562984728535,1590.186541748047,2319.9998779296875,2624.0448974609376,158218818
885,3677.403564453125,3966.703125,3825.2043272627443,59.427882142753575,3732.3593627929686,3822.3017578125,3912.9995239257814,158276780
886,1255.061279296875,2811.0625,2206.854969811818,427.2214845111475,1419.7081115722656,2337.5489501953125,2704.30634765625,158389967
